,year,parent_name,cmpy,newid,Ucmpy,score,gvkey
6435,1992,DEL PAINT CORP,DELPAINT,3052,DELPAINT,1,12157
6436,1993,DEL PAINT CORP,DELPAINT,3052,DELPAINT,1,12157
6437,1994,DEL PAINT CORP,DELPAINT,3052,DELPAINT,1,12157
6438,1987,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6439,1988,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6440,1989,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6441,1990,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6442,1991,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6443,1992,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6444,1993,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6445,1994,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6446,1995,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6447,1996,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6448,1997,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6449,1998,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6450,1999,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6451,2000,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6452,2001,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6453,2002,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6454,2003,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6455,2004,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6456,2005,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6457,2006,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6458,2007,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6459,2008,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6460,2009,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6461,2010,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6462,2011,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6463,2012,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6464,2013,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6465,2014,DELTA AIR LINES INC.,DELTAAIRLINES,3058,DELTAAIRLINES,1,3851
6466,1996,DELTA MILLS INC,DELTAMILLS,3064,DELTAMILLS,1,146197
6467,1997,DELTA MILLS INC,DELTAMILLS,3064,DELTAMILLS,1,146197
6468,1998,DELTA MILLS INC,DELTAMILLS,3064,DELTAMILLS,1,146197
6469,1999,DELTA MILLS INC,DELTAMILLS,3064,DELTAMILLS,1,146197
6470,2000,DELTA MILLS INC,DELTAMILLS,3064,DELTAMILLS,1,146197
6471,2001,DELTA MILLS INC,DELTAMILLS,3064,DELTAMILLS,1,146197
6472,2002,DELTA MILLS INC,DELTAMILLS,3064,DELTAMILLS,1,146197
6473,2003,DELTA MILLS INC,DELTAMILLS,3064,DELTAMILLS,1,146197
6474,2004,DELTA MILLS INC,DELTAMILLS,3064,DELTAMILLS,1,146197
6475,2005,DELTA MILLS INC,DELTAMILLS,3064,DELTAMILLS,1,146197
6476,1987,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6477,1988,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6478,1989,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6479,1990,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6480,1991,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6481,1992,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6482,1993,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6483,1994,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6484,1995,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6485,1996,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6486,1997,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6487,1998,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6488,1999,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6489,2000,DELTA WOODSIDE INDUSTRIES,DELTAWOODSIDEIND,3071,DELTAWOODSIDEIND,1,13046
6490,2001,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6491,2002,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6492,2003,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6493,2004,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6494,2005,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6495,2006,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6496,2007,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6497,2008,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6498,2009,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6499,2010,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6500,2011,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6501,2012,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6502,2013,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6503,2014,DELTIC TIMBER,DELTICTIMBER,3073,DELTICTIMBER,1,64135
6504,1987,DELUXE CORP,DELUXE,3075,DELUXE,1,3863
6505,1988,DELUXE CORP,DELUXE,3075,DELUXE,1,3863
6506,1989,DELUXE CORP,DELUXE,3075,DELUXE,1,3863
6507,1990,DELUXE CORP,DELUXE,3075,DELUXE,1,3863
6508,1991,DELUXE CORP,DELUXE,3075,DELUXE,1,3863
6509,1992,DELUXE CORP,DELUXE,3075,DELUXE,1,3863
6510,1995,DENALI INC,DENALI,3079,DENALI,1,65861
6511,1996,DENALI INC,DENALI,3079,DENALI,1,65861
6512,1997,DENALI INC,DENALI,3079,DENALI,1,65861
6513,1998,DENALI INC,DENALI,3079,DENALI,1,65861
6514,1999,DENALI INC,DENALI,3079,DENALI,1,65861
6515,2000,DENALI INC,DENALI,3079,DENALI,1,65861
6516,1987,DESIGN HOUSE INC,DESIGNHOUSE,3097,DESIGNHOUSE,1,3887
6517,1987,DESOTO INC,DESOTO,3099,DESOTO,1,3888
6518,1988,DESOTO INC,DESOTO,3099,DESOTO,1,3888
6519,1989,DESOTO INC,DESOTO,3099,DESOTO,1,3888
6520,1990,DESOTO INC,DESOTO,3099,DESOTO,1,3888
6521,1991,DESOTO INC,DESOTO,3099,DESOTO,1,3888
6522,1992,DESOTO INC,DESOTO,3099,DESOTO,1,3888
6523,1993,DESOTO INC,DESOTO,3099,DESOTO,1,3888
6524,1994,DESOTO INC,DESOTO,3099,DESOTO,1,3888
6525,1987,DETREX CORP,DETREX,3103,DETREX,1,3895
6526,1988,DETREX CORP,DETREX,3103,DETREX,1,3895
6527,1989,DETREX CORP,DETREX,3103,DETREX,1,3895
6528,1990,DETREX CORP,DETREX,3103,DETREX,1,3895
6529,1991,DETREX CORP,DETREX,3103,DETREX,1,3895
6530,1992,DETREX CORP,DETREX,3103,DETREX,1,3895
6531,1993,DETREX CORP,DETREX,3103,DETREX,1,3895
6532,1994,DETREX CORP,DETREX,3103,DETREX,1,3895
6533,1995,DETREX CORP,DETREX,3103,DETREX,1,3895
6534,1996,DETREX CORP,DETREX,3103,DETREX,1,3895
6535,1997,DETREX CORP,DETREX,3103,DETREX,1,3895
6536,1998,DETREX CORP,DETREX,3103,DETREX,1,3895
6537,1999,DETREX CORP,DETREX,3103,DETREX,1,3895
6538,2000,DETREX CORP,DETREX,3103,DETREX,1,3895
6539,2001,DETREX CORP,DETREX,3103,DETREX,1,3895
6540,2002,DETREX CORP,DETREX,3103,DETREX,1,3895
6541,2003,DETREX CORP,DETREX,3103,DETREX,1,3895
6542,2004,DETREX CORP,DETREX,3103,DETREX,1,3895
6543,2005,DETREX CORP,DETREX,3103,DETREX,1,3895
6544,2006,DETREX CORP,DETREX,3103,DETREX,1,3895
6545,2007,DETREX CORP,DETREX,3103,DETREX,1,3895
6546,2008,DETREX CORP,DETREX,3103,DETREX,1,3895
6547,2009,DETREX CORP,DETREX,3103,DETREX,1,3895
6548,2010,DETREX CORP,DETREX,3103,DETREX,1,3895
6549,2011,DETREX CORP,DETREX,3103,DETREX,1,3895
6550,2012,DETREX CORP,DETREX,3103,DETREX,1,3895
6551,2013,DETREX CORP,DETREX,3103,DETREX,1,3895
6552,2014,DETREX CORP,DETREX,3103,DETREX,1,3895
6553,1987,DEXTER CORP,DEXTER,3115,DEXTER,1,3911
6554,1988,DEXTER CORP,DEXTER,3115,DEXTER,1,3911
6555,1989,DEXTER CORP,DEXTER,3115,DEXTER,1,3911
6556,1990,DEXTER CORP,DEXTER,3115,DEXTER,1,3911
6557,1991,DEXTER CORP,DEXTER,3115,DEXTER,1,3911
6558,1992,DEXTER CORP,DEXTER,3115,DEXTER,1,3911
6559,1993,DEXTER CORP,DEXTER,3115,DEXTER,1,3911
6560,1994,DEXTER CORP,DEXTER,3115,DEXTER,1,3911
6561,1995,DEXTER CORP,DEXTER,3115,DEXTER,1,3911
6562,1996,DEXTER CORP,DEXTER,3115,DEXTER,1,3911
6563,1997,DEXTER CORP,DEXTER,3115,DEXTER,1,3911
6564,1998,DEXTER CORP,DEXTER,3115,DEXTER,1,3911
6565,1995,DIAL CORP,DIAL,3125,DIAL,1,63500
6566,1987,DI GIORGIO CORP,DIGIORGIO,3151,DIGIORGIO,1,3914
6567,1987,DIGITAL EQUIPMENT CORP,DIGITALEQUIP,3152,DIGITALEQUIP,1,3955
6568,1988,DIGITAL EQUIPMENT CORP,DIGITALEQUIP,3152,DIGITALEQUIP,1,3955
6569,1989,DIGITAL EQUIPMENT CORP,DIGITALEQUIP,3152,DIGITALEQUIP,1,3955
6570,1990,DIGITAL EQUIPMENT CORP,DIGITALEQUIP,3152,DIGITALEQUIP,1,3955
6571,1991,DIGITAL EQUIPMENT CORP,DIGITALEQUIP,3152,DIGITALEQUIP,1,3955
6572,1992,DIGITAL EQUIPMENT CORP,DIGITALEQUIP,3152,DIGITALEQUIP,1,3955
6573,1993,DIGITAL EQUIPMENT CORP,DIGITALEQUIP,3152,DIGITALEQUIP,1,3955
6574,1987,DIODES INC,DIODES,3158,DIODES,1,3969
6575,1988,DIODES INC,DIODES,3158,DIODES,1,3969
6576,1989,DIODES INC,DIODES,3158,DIODES,1,3969
6577,1990,DIODES INC,DIODES,3158,DIODES,1,3969
6578,1991,DIODES INC,DIODES,3158,DIODES,1,3969
6579,1992,DIODES INC,DIODES,3158,DIODES,1,3969
6580,1993,DIODES INC,DIODES,3158,DIODES,1,3969
6581,1994,DIODES INC,DIODES,3158,DIODES,1,3969
6582,1995,DIODES INC,DIODES,3158,DIODES,1,3969
6583,1997,DIODES INC,DIODES,3158,DIODES,1,3969
6584,1998,DIODES INC,DIODES,3158,DIODES,1,3969
6585,1999,DIODES INC,DIODES,3158,DIODES,1,3969
6586,2000,DIODES INC,DIODES,3158,DIODES,1,3969
6587,2001,DIODES INC,DIODES,3158,DIODES,1,3969
6588,2002,DIODES INC,DIODES,3158,DIODES,1,3969
6589,2003,DIODES INC,DIODES,3158,DIODES,1,3969
6590,2004,DIODES INC,DIODES,3158,DIODES,1,3969
6591,2005,DIODES INC,DIODES,3158,DIODES,1,3969
6592,2006,DIODES INC,DIODES,3158,DIODES,1,3969
6593,2007,DIODES INC,DIODES,3158,DIODES,1,3969
6594,2008,DIODES INC,DIODES,3158,DIODES,1,3969
6595,2009,DIODES INC,DIODES,3158,DIODES,1,3969
6596,2010,DIODES INC,DIODES,3158,DIODES,1,3969
6597,2011,DIODES INC,DIODES,3158,DIODES,1,3969
6598,2012,DIODES INC,DIODES,3158,DIODES,1,3969
6599,2013,DIODES INC,DIODES,3158,DIODES,1,3969
6600,2014,DIODES INC,DIODES,3158,DIODES,1,3969
6601,1998,DISCOVERY PARTNERS INTERNATIONAL,DISCOVERYPARTNERSINT,3160,DISCOVERYPARTNERS,1,138123
6602,1999,DISCOVERY PARTNERS INTERNATIONAL,DISCOVERYPARTNERSINT,3160,DISCOVERYPARTNERS,1,138123
6603,2000,DISCOVERY PARTNERS INTERNATIONAL,DISCOVERYPARTNERSINT,3160,DISCOVERYPARTNERS,1,138123
6604,2001,DISCOVERY PARTNERS INTERNATIONAL,DISCOVERYPARTNERSINT,3160,DISCOVERYPARTNERS,1,138123
6605,2002,DISCOVERY PARTNERS INTERNATIONAL,DISCOVERYPARTNERSINT,3160,DISCOVERYPARTNERS,1,138123
6606,2003,DISCOVERY PARTNERS INTERNATIONAL,DISCOVERYPARTNERSINT,3160,DISCOVERYPARTNERS,1,138123
6607,2004,DISCOVERY PARTNERS INTERNATIONAL,DISCOVERYPARTNERSINT,3160,DISCOVERYPARTNERS,1,138123
6608,2005,DISCOVERY PARTNERS INTERNATIONAL,DISCOVERYPARTNERSINT,3160,DISCOVERYPARTNERS,1,138123
6609,2006,DIVERSEY INC,DIVERSEY,3166,DIVERSEY,1,160949
6610,1987,DIVERSIFIED INDUSTRIES INC,DIVERSIFIEDIND,3172,DIVERSIFIEDIND,1,3994
6611,1988,DIVERSIFIED INDUSTRIES INC,DIVERSIFIEDIND,3172,DIVERSIFIEDIND,1,3994
6612,1989,DIVERSIFIED INDUSTRIES INC,DIVERSIFIEDIND,3172,DIVERSIFIEDIND,1,3994
6613,1990,DIVERSIFIED INDUSTRIES INC,DIVERSIFIEDIND,3172,DIVERSIFIEDIND,1,3994
6614,1991,DIVERSIFIED INDUSTRIES INC,DIVERSIFIEDIND,3172,DIVERSIFIEDIND,1,3994
6615,1987,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
6616,1988,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
6617,1989,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
6618,1990,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
6619,1991,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
6620,1992,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
6621,1993,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
6622,1994,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
6623,1995,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
6624,1996,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
6625,1997,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
6626,1998,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
6627,1999,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
6628,2000,DIXIE HOLDINGS INC.,DIXIE,3180,DIXIE,1,4001
